DATE,RATING,REVIEW_TITLE,DESCRIPTION1,DESCRIPTION2,LINK
2020-04-28 0:00:00,5,Best coffee,Bones coffee is the best flavored coffee I have tried. I have had 5 of the coffees and all have tasted just great.,Best coffee.,https://www.amazon.com/gp/customer-reviews/RP9DJGZUEN06T?ASIN=B07TK4ZRZC
2021-02-18 0:00:00,5,2 different elements included in one.,"I’ve been using the musletech’s products a while, and I really liked this particular product more because it combines two different elements which is BCAA, and Creatina. From the experience of using this product, I think its so good for my use.","I've been using the musletech's products a while, and I really liked this particular product more because it combines two different elements which is BCAA, and Creatina.",https://www.amazon.com/gp/customer-reviews/R39QUEA0TYKA0P?ASIN=B01FU5772I
2021-06-15 0:00:00,5,Tried this Protein Drink for the first time and loved the flavour.,I tried different protein powders before but I did not really like the taste. I wanted to try this out too but honestly did not have any expectations in mind. I got the sample pack to try and I really like the taste of it. I hate the taste of cinnamon this Banana Cinnamon flavour I tried is really good. My husband tried it and he liked it too!!,I tried different protein powders before but I did not really like the taste.,https://www.amazon.com/gp/customer-reviews/RVQXFKWI55KB0?ASIN=B08KCTWDRV
2020-05-22 0:00:00,5,Love it!,"I love Kachava. I went through 3 bags and thought this stuff can get expensive when you have 2 people drinking it everyday for breakfast. So I switched to Org@!n Superfood which was cheaper and looked pretty similar. However that one was more chalky and had a weird cinnamon flavor that doesn't go so good with mixins like strawberries in my opinion. After a tub of that other stuff, I have learned how much more I love Kachava. Its so smooooooth! You can mix anything in chocolate or vanilla and I think it is so freakin good. Now I realize how good Kachava is, even though its a bit pricier. Hey, don't go cheap on your health ;). Some of my fave recipes are chocolate kachava/ peanut butter/ banana or vanilla/spinach/avocado/ apple or banana. I've done mocha flavored (chocolate + coffee), tropical vibe (vanilla + mango, strawberries and/or pineapple) and the usual strawberries/berries/banana. Can't go wrong with any of these and will keep you full for awhile!",You can mix anything in chocolate or vanilla and I think it is so freakin good.,https://www.amazon.com/gp/customer-reviews/R1UGV287PKOJ3D?ASIN=B072HS77TG
2021-06-24 0:00:00,3,flavored dirt,This stuff tastes a little better than flavored dirt. Even at a discount on prime day...I have absolutely ZERO understanding why anyone would want to buy this stuff on a regular basis. It has to be one of the worst-tasting meal replacements out there.. Do not waste your money on this stuff...I mean poorly flavored dirt,It has to be one of the worst-tasting meal replacements out there.,https://www.amazon.com/gp/customer-reviews/RTNTDNVCARTUQ?ASIN=B076PLDX1S
2019-10-24 0:00:00,5,0 airtight,great coffee but no air tight at all,0 airtight.,https://www.amazon.com/gp/customer-reviews/R3REGXBGDNJ9N9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000SDIO3E
2021-05-20 0:00:00,5,"Flavorful, aromatic, delicious. No need for sugar!","This tea is so flavorful and aromatic, it doesn’t need sugar at all. Great if your watching your sugar intake. The cinnamon is so fragrant, but not overwhelming or perfumey, and there’s a sweetness to it that makes this balanced tea just perfect.","Flavorful, aromatic, delicious.",https://www.amazon.com/gp/customer-reviews/R1UI271MYICLU2?ASIN=B01IFRFRJ8
2020-08-21 0:00:00,5,Taste great and help suppress appetite.,Taste good dissolves easy in nonfat milk and suppress appetite.. Recommended,Taste great and help suppress appetite.,https://www.amazon.com/gp/customer-reviews/R26HPSU57B83YG?ASIN=B001PPWSHW
2020-12-14 0:00:00,3,Taste is very light,Taste is very light.,Taste is very light.,https://www.amazon.com/gp/customer-reviews/RVTMSL75X6TQ5?ASIN=B01D3CC3LA
2021-07-20 0:00:00,5,Yum!,Wonderfully delicious,Wonderfully delicious.,https://www.amazon.com/gp/customer-reviews/R1JFI7N15YQ6K4?ASIN=B096YBH835
2020-02-29 0:00:00,5,Convenient,Great coffee maker. Love the dual options for a fresh pot or a kcup on the go.,Convenient.,https://www.amazon.com/gp/customer-reviews/R3SJEC3GNCR66C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07PC7MHQ8
2020-06-25 0:00:00,5,"Thank you, very pretty!",The cups are strong and durable and the plates are wonderful. The colors are very nice. Thanks-,Thanks-.,https://www.amazon.com/gp/customer-reviews/R1S9S7DOA8EJ3F?ASIN=B079YV91HZ
2020-07-31 0:00:00,4,good. Pricey. Maybe not for average consumer,Good dark coffee. Found out my grocer has in in single cans so I could have tried one instead of 6. Probably taste difference compared to regular Folger's dark isn't discernable to the average consumer.,Maybe not for average consumer.,https://www.amazon.com/gp/customer-reviews/R3E7CMBBVQGQ8V?ASIN=B07SFKFBDK
2021-09-15 0:00:00,4,Great Plant-Based Protein Powder,"I have tried several plant-based protein powders, but Truvani exceeded my expectations. The chocolate flavor is smooth and rich, blends well, and has just enough sweetness to make you feel as if you're enjoying a treat.",Great Plant-Based Protein Powder.,https://www.amazon.com/gp/customer-reviews/R2A33NGN24CMAR?ASIN=B07M95N225
2021-05-25 0:00:00,1,Just say no,Awful. No pumpkin or other enjoyable flavor .,No pumpkin or other enjoyable flavor.,https://www.amazon.com/gp/customer-reviews/R1PTYJEWJP9B56?ASIN=B0777ZNDV6
2020-09-06 0:00:00,5,It’s from Japan,Love it,It's from Japan.,https://www.amazon.com/gp/customer-reviews/RIX8OZ5OGXW14?ASIN=B07TRJPS1B
2021-07-13 0:00:00,4,Good quality,Tastes good. Great value. Rain forest certified. Plan to buy it again.,Tastes good.,https://www.amazon.com/gp/customer-reviews/R3SP0PQJTJNWAP?ASIN=B074H6BYD3
2021-01-11 0:00:00,1,"Moldy ,bitter ,nauseating ,and disgusting!!!!","This is the worst flavored tea ever! It tastes somewhere between a old wool coat stuck in the basement of a dingy moldy castle, with rotten fruit and broken bottles of liquor. And , a flea market vendor trying to sell fruits and moldy horrid food items , sprinkled with some kind of outdated cheap drugstore perfume from a dollar store clearance table from 8 years ago on a 200 degree day! And to think it was sold out????? Betcha there are plenty of others like myself who are stuck with this crap!!!IT IS ABSOLUTELY NAUSEATING! The flavor is HORRID AND BITTER! Yuck!!!EWWWWWWE!!!",EWWWWWWE!,https://www.amazon.com/gp/customer-reviews/RON0VPZL2V11J?ASIN=B00AAIS31K
2021-07-24 0:00:00,1,Not fresh coffee,Very apparent the k cups were very old. It was bitter and lacked freshness.. I always look at Kcups for the “bubble” at top of the k cup. It means its vacuum fresh. Not one of the starbucks K cups were fresh.,Not fresh coffee.,https://www.amazon.com/gp/customer-reviews/R31S9K3LXULLBS?ASIN=B09449V8YY
2021-03-20 0:00:00,1,Buy the REAL Kauai Coffee!!,This is a knockoff and the taste reflects it! It’s so frustrating that a company can get away with this. Look at the photo. The one on the right is from the REAL Kauai Coffee Company. Notice the differences. 10% vs 100% Hawaiian. Even the “about us” section is copied and pasted from the REAL site. That is intentional deception. This is not ok.,10% vs 100% Hawaiian.,https://www.amazon.com/gp/customer-reviews/R3FUZ4F6Q0NTTK?ASIN=B007PM9YLW
2021-09-19 0:00:00,5,Works for me,"I think I've had some of the most restful sleep in my life after drinking this stuff. I'm not a big tea drinker, and I'm somewhat skeptical of the ""herbal tea as medicine"" belief system. But I notice a profound increase in my sleep quality after drinking this.. A slight warning though: maybe don't drink too much of this at once or on a work night. I drank 2 mugs before bed on a Saturday and i spent most of Sunday sleeping. Potent stuff, it would seem.",I drank 2 mugs before bed on a Saturday and i spent most of Sunday sleeping.,https://www.amazon.com/gp/customer-reviews/R2E7H2JF0DQG5Z?ASIN=B08HZHNCKV
2021-06-06 0:00:00,5,High quality easy to dissolve,Small bag very high quality easy to dissolve. Bought for the health benefits. Also throwing in my smoothies.,Bought for the health benefits.,https://www.amazon.com/gp/customer-reviews/R1TPWHI4O7Y5QE?ASIN=B08Z84HVLT
2021-09-18 0:00:00,4,Better off boxing it neatly with less product,"Your browser does not support HTML5 video.. This company is better off selling these 30 for 15 bucks. Squeezing 40 pods into this small hot chocolate box is causing many customers to lose products, damaged pods, and for some people, fully open pods within the box. So either sell less and bring the price down or place the 40 pods in a bigger box, because somethings got to give here. Luckily I only had 1 that was partially open, but usable (I used this opened one as my water amount tester). Two of my pods were a little crushed, but I was able to shape it back into its natural form. If you use 8 ounces of water the flavor is on point. Don't use 6 ounces of water it will leave a lot of Hot Chocolate Mix inside the pods after its done spewing your Hot Cocoa. Also, don't use 10 ounces, it'll be more of a muted flavor. Hope this review and photos are helpful to you all.","Luckily I only had 1 that was partially open, but usable (I used this opened one as my water amount tester).",https://www.amazon.com/gp/customer-reviews/R1YJPUU4DSNYTZ?ASIN=B00P17FER6
2021-01-12 0:00:00,5,Could be less expensive.,Refreshment,Could be less expensive.,https://www.amazon.com/gp/customer-reviews/R55LCW4FXYGIR?ASIN=B0869JJ7RK
2020-10-17 0:00:00,5,A bit couser but not better,Somebody wrote that it doesn't whisk well. Not true at all. It produces a very good foam that stays up long,A bit couser but not better.,https://www.amazon.com/gp/customer-reviews/RBNWOH8UM6PIY?ASIN=B074TQ24SY
2021-02-27 0:00:00,5,The best apple juice ever,The best apple juice of all time! I love that these are plastic bottles rather than the glass ones. It’s so crisp! It’s best when it’s very cold to me! Love!,It's so crisp!,https://www.amazon.com/gp/customer-reviews/R3418EA6XTGQCN?ASIN=B00J7XTOLC
2021-04-11 0:00:00,5,Would make a very nice gift,The presentation is very nice and the flavors I really enjoy,Would make a very nice gift.,https://www.amazon.com/gp/customer-reviews/R1KVBA2WF7F5ZM?ASIN=B08DL7PSDH
2021-07-26 0:00:00,5,So good,This is such great coffee! I wanted to try something new but not too expensive and this was such a great purchase! It’s smells sweet and has a nice natural flavor- not artificial like a lot of other flavored coffees. I made it for my coworkers and they all loved it and asked where I got it. Would absolutely recommend.,This is such great coffee!,https://www.amazon.com/gp/customer-reviews/R2T7T69QUE3RS5?ASIN=B007PM9YLW
2021-06-05 0:00:00,4,Good! Just be sure to add enough water!,"Works just like they say it does. Tastes good if you have enough water. If you don't, you'll be makin some zingy face reactions!",Works just like they say it does.,https://www.amazon.com/gp/customer-reviews/RY3PQXSVNJSNM?ASIN=B07GCT83XS
2021-09-23 0:00:00,5,GREAT COFFEE FOR SENSITIVE STOMACHS!,"I usually have an upset stomach after drinking coffee, but I can drink this every day!",GREAT COFFEE FOR SENSITIVE STOMACHS!,https://www.amazon.com/gp/customer-reviews/R37RMTE2TN3G90?ASIN=B0899ZYXXN
2020-01-13 0:00:00,5,Great taste just like the fresh coffee at McDonalds.,I love the taste if this coffee.,Great taste just like the fresh coffee at McDonalds.,https://www.amazon.com/gp/customer-reviews/R262QLAVBQLAP2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TY15GO6
2021-02-18 0:00:00,4,Pricey but good,"I really love the flavors I’ve tried. If you’ve ever done the overnight oats trend, it’s basically the same as that but far more convenient. Big fan of the vanilla.. Others are put off by being served cold oatmeal but I far prefer it for breakfast. But... I also grew up in a house with a single father and 3 siblings and my dad thought oatmeal was served like cereal so this is what I’m used to. Wasn’t until I had roommates in college that pointed out this wasn’t normal that I figured it out lol. Anyway, the price is egregious. I’d eat this every day otherwise.",Others are put off by being served cold oatmeal but I far prefer it for breakfast.,https://www.amazon.com/gp/customer-reviews/R2AP9FUNCZDH66?ASIN=B08JD66HD1
2020-09-10 0:00:00,3,Where’s the flavor??,I have had other flavors and this one was really bland. No really the chocolate peanutbutter flavor I was expecting. Quality powder but this one had no flavor. Really disappointing.,Really disappointing.,https://www.amazon.com/gp/customer-reviews/R3URN2U8YKJ7Y3?ASIN=B01M0L72IP
2020-12-22 0:00:00,5,"Real high quality Chinese green tea!!! Coming in small bags, easy to carry","We had this tea from China last year. It tastes very good, you will feel bitter at the beginning and sweet after few seconds. We are surprised to found it on Amazon, ordered immediately. It’s exactly what we had before. And they separated the tea in small bags, if you wanna a strong tea in the morning to wake you up, use one bag for one cup. We usually use half of the bag for one person. Love it! If you wanna real high quality Chinese green tea, give it a try!",Real high quality Chinese green tea!,https://www.amazon.com/gp/customer-reviews/RV3YEVEN1DYCO?ASIN=B07PS8ZQWZ
